Артикул,Артикул Каспи,Название,Ссылка,Статус,NTIN,Город,Цена,Цена 1 места,Цена закупа,Автоснижение,Мин.цена,Автоповышение,Макс.цена,Шаг демпинга,Позиция,Остатки,Предзаказ
132658327_5734857932,132658327,Органайзер Автомобильный сетчатый карман JT5325418242181 черный,https://kaspi.kz/shop/p/organaizer-avtomobil-nyi-setchatyi-karman-jt5325418242181-chernyi-132658327/,Снято с продажи,,Астана,1399,0,0,0,0,0,0,0,0,0,0
104801620_4708190908249,157460372,Аудио открытка Аудио-открытка Кассета 1 шт,https://kaspi.kz/shop/p/audio-otkrytka-audio-otkrytka-kasseta-1-sht-157460372/,Опубликовано,,Астана,1150,0,0,0,0,0,0,0,0,0,0
108539357_080808800,108539357,Переходник 281716 1 шт,https://kaspi.kz/shop/p/perehodnik-281716-1-sht-108539357/,Опубликовано,,Астана,149,0,0,0,0,0,0,0,0,0,0
108494301_123123312,108494301,3DPEN 698865 голубой,https://kaspi.kz/shop/p/3dpen-698865-goluboi-108494301/,Опубликовано,,Астана,2899,0,0,0,0,0,0,0,0,0,0
147009182_5369242743,147009182,Игрушки на панель авто Самурай 6 штук,https://kaspi.kz/shop/p/igrushki-na-panel-avto-samurai-6-shtuk-147009182/,Опубликовано,,Астана,1194,0,0,0,0,0,0,0,0,0,0
116647314_7648753530,116647314,"Держатель для душа 150х80 мм 762534292, металл, пластик",https://kaspi.kz/shop/p/derzhatel-dlja-dusha-150h80-mm-762534292-metall-plastik-116647314/,Опубликовано,,Астана,3000,0,0,0,0,0,0,0,0,0,0
102843541_785404304,102843541,Художественный маркер 120 шт,https://kaspi.kz/shop/p/hudozhestvennyi-marker-120-sht-102843541/,Снято с продажи,,Астана,4500,0,0,0,0,0,0,0,0,0,0
138269054_5674849922,138269054,"Форма Форма для сырков,сырных палочек,суфле, первого прикорма, силикон",https://kaspi.kz/shop/p/forma-forma-dlja-syrkov-syrnyh-palochek-sufle-pervogo-prikorma-silikon-138269054/,Снято с продажи,,Астана,580,0,0,0,0,0,0,0,0,0,0
154429677_3875937584,154429677,"Набор разделочных досок 30439889_284009050 2 шт, нержавеющая сталь",https://kaspi.kz/shop/p/nabor-razdelochnyh-dosok-30439889-284009050-2-sht-nerzhavejuschaja-stal--154429677/,Опубликовано,,Астана,4000,0,0,0,0,0,0,0,0,0,0
101724579_5497738493,101724579,Художественный маркер 80 шт,https://kaspi.kz/shop/p/hudozhestvennyi-marker-80-sht-101724579/,Снято с продажи,,Астана,2800,0,0,0,0,0,0,0,0,0,0
480236492,157116568,"Набор разделочных досок 30397554_480236492 3 шт, нержавеющая сталь",https://kaspi.kz/shop/p/nabor-razdelochnyh-dosok-30397554-480236492-3-sht-nerzhavejuschaja-stal--157116568/,Снято с продажи,,Астана,12500,0,0,0,0,0,0,0,0,0,0
136891108_131231235,136891108,Светодиодный дисплей Led,https://kaspi.kz/shop/p/svetodiodnyi-displei-led-136891108/,Опубликовано,,Астана,8600,0,0,0,0,0,0,0,0,0,0
131066994_123123123,131066994,Штучный цветок из сухоцветов 30 см,https://kaspi.kz/shop/p/shtuchnyi-tsvetok-iz-suhotsvetov-30-sm-131066994/,Опубликовано,,Астана,219,0,0,0,0,0,0,0,0,0,0
144037685_687959834,113569070,"Top Shop ершик 707739 1 шт, силикон",https://kaspi.kz/shop/p/top-shop-ershik-707739-1-sht-silikon-113569070/,Опубликовано,,Астана,198,0,0,0,0,0,0,0,0,0,0
143552554_78684394375,143552554,Аккумуляторный Стеклоочиститель PRH-013 белый,https://kaspi.kz/shop/p/akkumuljatornyi-stekloochistitel-prh-013-belyi-143552554/,Опубликовано,,Астана,11000,0,0,0,0,0,0,0,0,0,0
108489572_7584523904,108489572,Гольфы Куриные лапки чулки,https://kaspi.kz/shop/p/gol-fy-kurinye-lapki-chulki-108489572/,Опубликовано,,Астана,1299,0,0,0,0,0,0,0,0,0,0
116131996_312123123,116131996,Роза 20 см,https://kaspi.kz/shop/p/roza-20-sm-116131996/,Снято с продажи,,Астана,2210,0,0,0,0,0,0,0,0,0,0
133884877_575284025,133884877,"Когтерез-ножницы, вид животного: кошки, собаки",https://kaspi.kz/shop/p/kogterez-nozhnitsy-vid-zhivotnogo-koshki-sobaki-133884877/,Опубликовано,,Астана,773,0,0,0,0,0,0,0,0,0,0
145357909_9852709494,145357909,"Нож для теста 30362145_617194236, лезвие: нержавеющая сталь 1 шт",https://kaspi.kz/shop/p/nozh-dlja-testa-30362145-617194236-lezvie-nerzhavejuschaja-stal-1-sht-145357909/,Снято с продажи,,Астана,2350,0,0,0,0,0,0,0,0,0,0
117764138_23232323,117764138,Штучный цветок из сухоцветов 25 см,https://kaspi.kz/shop/p/shtuchnyi-tsvetok-iz-suhotsvetov-25-sm-117764138/,Снято с продажи,,Астана,1243,0,0,0,0,0,0,0,0,0,0
102143816_457588490,102143816,Художественный маркер Touch 24 шт,https://kaspi.kz/shop/p/hudozhestvennyi-marker-touch-24-sht-102143816/,Снято с продажи,,Астана,988,0,0,0,0,0,0,0,0,0,0
141896932_4738938473,141896932,Ограничитель для подстаканника,https://kaspi.kz/shop/p/ogranichitel-dlja-podstakannika-141896932/,Опубликовано,,Астана,1500,0,0,0,0,0,0,0,0,0,0
114865618_564556792,114865618,"Перчатки S091_BK, размер 10, 9.5 черный",https://kaspi.kz/shop/p/perchatki-s091-bk-razmer-10-9-5-chernyi-114865618/,Опубликовано,,Астана,1397,0,0,0,0,0,0,0,0,0,0
147129369_7848584952,147129369,"Цветок гортензия 45 см, 30299043_227324884",https://kaspi.kz/shop/p/tsvetok-gortenzija-45-sm-30299043-227324884-147129369/,Опубликовано,,Астана,1100,0,0,0,0,0,0,0,0,0,0
121361634_6438902572,121361634,Адаптер для коляски 30308271_170472987 серый,https://kaspi.kz/shop/p/adapter-dlja-koljaski-30308271-170472987-seryi-121361634/,Опубликовано,,Астана,600,0,0,0,0,0,0,0,0,0,0
161737894_57543652443,161737894,"Тряпка ASS536824463 10 шт, микрофибра",https://kaspi.kz/shop/p/trjapka-ass536824463-10-sht-mikrofibra-161737894/,Опубликовано,,Астана,1500,0,0,0,0,0,0,0,0,0,0
114953783_3856383729,114953783,"Шар для стирки От шерсти оранжевый, синий 6 шт",https://kaspi.kz/shop/p/shar-dlja-stirki-ot-shersti-oranzhevyi-sinii-6-sht-114953783/,Снято с продажи,,Астана,652,0,0,0,0,0,0,0,0,0,0
106525922_123123,106525922,Художественный маркер Touch 24 шт,https://kaspi.kz/shop/p/hudozhestvennyi-marker-touch-24-sht-106525922/,Снято с продажи,,Астана,1100,0,0,0,0,0,0,0,0,0,0
110152534_7649035548,110152534,Сантехнический гаечный ключ FIT 744120,https://kaspi.kz/shop/p/santehnicheskii-gaechnyi-kljuch-fit-744120-110152534/,Опубликовано,,Астана,1175,0,0,0,0,0,0,0,0,0,0
130310222_89347693572,130310222,"Декоративный светильник Розы розовые с листьями, пластик, ПВХ",https://kaspi.kz/shop/p/dekorativnyi-svetil-nik-rozy-rozovye-s-list-jami-plastik-pvh-130310222/,Опубликовано,,Астана,3598,0,0,0,0,0,0,0,0,0,0
113542742_8659450302,113542742,"Декоративный светильник NDSUNSYSTEM-01, дерево, стекло",https://kaspi.kz/shop/p/dekorativnyi-svetil-nik-ndsunsystem-01-derevo-steklo-113542742/,Опубликовано,,Астана,2500,0,0,0,0,0,0,0,0,0,0
117044380_6539523752,117044380,"NG декоративный светильник H-004, дерево, стекло",https://kaspi.kz/shop/p/ng-dekorativnyi-svetil-nik-h-004-derevo-steklo-117044380/,Опубликовано,,Астана,3500,0,0,0,0,0,0,0,0,0,0
119469033_4744747492,119469033,Bdo футляр для зубной щетки пластик 1 шт,https://kaspi.kz/shop/p/bdo-futljar-dlja-zubnoi-schetki-plastik-1-sht-119469033/,Опубликовано,,Астана,1500,0,0,0,0,0,0,0,0,0,0
115918435_56438032462,115918435,"Электронная зажигалка 612569, нержавеющая сталь, сталь, пластик",https://kaspi.kz/shop/p/elektronnaja-zazhigalka-612569-nerzhavejuschaja-stal-stal-plastik-115918435/,Опубликовано,,Астана,1480,0,0,0,0,0,0,0,0,0,0
133397424_6573878572,133397424,"Подставка 30250084_G0203Q, нержавеющая сталь",https://kaspi.kz/shop/p/podstavka-30250084-g0203q-nerzhavejuschaja-stal--133397424/,Опубликовано,,Астана,2171,0,0,0,0,0,0,0,0,0,0
107661261_1312123,107661261,"Ершик CN-1 1 шт, силикон",https://kaspi.kz/shop/p/ershik-cn-1-1-sht-silikon-107661261/,Опубликовано,,Астана,198,0,0,0,0,0,0,0,0,0,0
118803794_57482993467,118803794,"Разделочная доска 351088410 1 шт, нержавеющая сталь",https://kaspi.kz/shop/p/razdelochnaja-doska-351088410-1-sht-nerzhavejuschaja-stal--118803794/,Снято с продажи,,Астана,1500,0,0,0,0,0,0,0,0,0,0
122255206_7835937762,122255206,Коврик ARBG-01-220711 185x59 см,https://kaspi.kz/shop/p/kovrik-arbg-01-220711-185x59-sm-122255206/,Снято с продажи,,Астана,4990,0,0,0,0,0,0,0,0,0,0
115743853_5793463302,115743853,"17609329_743803 длина 15 см текстиль, металл",https://kaspi.kz/shop/p/17609329-743803-dlina-15-sm-tekstil-metall-115743853/,Снято с продажи,,Астана,371,0,0,0,0,0,0,0,0,0,0
102558560_7587498420,102558560,Художественный маркер Touch 120 шт,https://kaspi.kz/shop/p/hudozhestvennyi-marker-touch-120-sht-102558560/,Снято с продажи,,Астана,4500,0,0,0,0,0,0,0,0,0,0
144170610_676577483,144170610,Зажим 549395388 6 шт,https://kaspi.kz/shop/p/zazhim-549395388-6-sht-144170610/,Опубликовано,,Астана,675,0,0,0,0,0,0,0,0,0,0
117741095_31212313,117741095,"Ершик 111111 1 шт, силикон",https://kaspi.kz/shop/p/ershik-111111-1-sht-silikon-117741095/,Опубликовано,,Астана,198,0,0,0,0,0,0,0,0,0,0
116672914_5439753802,116672914,Термометр HTC-2,https://kaspi.kz/shop/p/termometr-htc-2-116672914/,Опубликовано,,Астана,1248,0,0,0,0,0,0,0,0,0,0
154629606_77845387428,154629606,Мольберт Объектив для рисования по проекции Телефон/планшет Анти-ghosting Для начинающих черный,https://kaspi.kz/shop/p/mol-bert-ob-ektiv-dlja-risovanija-po-proektsii-telefon-planshet-anti-ghosting-dlja-nachinajuschih-chernyi-154629606/,Опубликовано,,Астана,1400,0,0,0,0,0,0,0,0,0,0
138992227_567388929,138992227,17837347_869240098 500 см,https://kaspi.kz/shop/p/17837347-869240098-500-sm-138992227/,Опубликовано,,Астана,1497,0,0,0,0,0,0,0,0,0,0
135126149_66231809812,135126149,"Лопатка 631776231 25 см*12 см Лопатка кулинарная силиконовая широкая 1 шт, силикон",https://kaspi.kz/shop/p/lopatka-631776231-25-sm-12-sm-lopatka-kulinarnaja-silikonovaja-shirokaja-1-sht-silikon-135126149/,Опубликовано,,Астана,1920,0,0,0,0,0,0,0,0,0,0
146425934_9879879243,146425934,"Держатель 793 2 шт, металл",https://kaspi.kz/shop/p/derzhatel-793-2-sht-metall-146425934/,Опубликовано,,Астана,950,0,0,0,0,0,0,0,0,0,0
130909634_569394057,130909634,Съемник для укорачивания браслетов,https://kaspi.kz/shop/p/s-emnik-dlja-ukorachivanija-brasletov-130909634/,Опубликовано,,Астана,698,0,0,0,0,0,0,0,0,0,0
154813510_5743359205,154813510,Нитковдеватель 30343835_535027678 1 шт,https://kaspi.kz/shop/p/nitkovdevatel-30343835-535027678-1-sht-154813510/,Опубликовано,,Астана,2200,0,0,0,0,0,0,0,0,0,0
116285728_47383294749,116285728,Контейнер стоматологический пластик 1 шт,https://kaspi.kz/shop/p/konteiner-stomatologicheskii-plastik-1-sht-116285728/,Снято с продажи,,Астана,484,0,0,0,0,0,0,0,0,0,0
150916766_8753459825,150916766,Коробка-сюрприз с средним пальцем подарок с приколом,https://kaspi.kz/shop/p/korobka-sjurpriz-s-srednim-pal-tsem-podarok-s-prikolom-150916766/,Опубликовано,,Астана,950,0,0,0,0,0,0,0,0,0,0
136652463_5667482308,136652463,Клипса Крепеж для постельного белья 10 шт,https://kaspi.kz/shop/p/klipsa-krepezh-dlja-postel-nogo-bel-ja-10-sht-136652463/,Опубликовано,,Астана,1300,0,0,0,0,0,0,0,0,0,0
112563424_6475588473,112563424,Художественный маркер Touch 24 шт,https://kaspi.kz/shop/p/hudozhestvennyi-marker-touch-24-sht-112563424/,Снято с продажи,,Астана,934,0,0,0,0,0,0,0,0,0,0
145390810_8597527335,145390810,"Набор ножей Gooda, лезвие: нержавеющая сталь 5 шт",https://kaspi.kz/shop/p/nabor-nozhei-gooda-lezvie-nerzhavejuschaja-stal-5-sht-145390810/,Снято с продажи,,Астана,13993,0,0,0,0,0,0,0,0,0,0
130347698_1564651516,130347698,Набор VAJUE YJ-169 5 x 0.9,https://kaspi.kz/shop/p/nabor-vajue-yj-169-5-x-0-9-130347698/,Опубликовано,,Астана,1487,0,0,0,0,0,0,0,0,0,0
112441280_658247944,112441280,Бейдж пластиковый,https://kaspi.kz/shop/p/beidzh-plastikovyi-112441280/,Снято с продажи,,Астана,660,0,0,0,0,0,0,0,0,0,0
129273689_745674902203,129273689,"Ланч-бокс 0102 6 шт, пластик",https://kaspi.kz/shop/p/lanch-boks-0102-6-sht-plastik-129273689/,Опубликовано,,Астана,2450,0,0,0,0,0,0,0,0,0,0
130268280_7657985492,130268280,Набор 30294842_KZ1-YYCJTZ 15 шт,https://kaspi.kz/shop/p/nabor-30294842-kz1-yycjtz-15-sht-130268280/,Опубликовано,,Астана,12233,0,0,0,0,0,0,0,0,0,0
092091708,157505460,"Набор разделочных досок 30397554_092091708 3 шт, нержавеющая сталь",https://kaspi.kz/shop/p/nabor-razdelochnyh-dosok-30397554-092091708-3-sht-nerzhavejuschaja-stal--157505460/,Снято с продажи,,Астана,9500,0,0,0,0,0,0,0,0,0,0
108283644_8539590340,108283644,Художественный маркер Touch 48 шт,https://kaspi.kz/shop/p/hudozhestvennyi-marker-touch-48-sht-108283644/,Снято с продажи,,Астана,2300,0,0,0,0,0,0,0,0,0,0
143359854_5433356742,143359854,"Ветка мимоза 30 см, 659534164",https://kaspi.kz/shop/p/vetka-mimoza-30-sm-659534164-143359854/,Опубликовано,,Астана,1397,0,0,0,0,0,0,0,0,0,0
115193638_75438922034,115193638,Подогреватель посуды LUCKY кружка с подогревом белый,https://kaspi.kz/shop/p/podogrevatel-posudy-lucky-kruzhka-s-podogrevom-belyi-115193638/,Опубликовано,,Астана,2625,0,0,0,0,0,0,0,0,0,0
140402067_5493720957,140402067,Боковой карман автокресла,https://kaspi.kz/shop/p/bokovoi-karman-avtokresla-140402067/,Опубликовано,,Астана,1000,0,0,0,0,0,0,0,0,0,0
124077897_5638457204,124077897,"Декоративный светильник Стеклянный шар, стекло",https://kaspi.kz/shop/p/dekorativnyi-svetil-nik-stekljannyi-shar-steklo-124077897/,Опубликовано,,Астана,3500,0,0,0,0,0,0,0,0,0,0
128665341_231213123,128665341,"3Dпар1 ABS, PLA 1.75 мм мультиколор",https://kaspi.kz/shop/p/3dpar1-abs-pla-1-75-mm-mul-tikolor-128665341/,Опубликовано,,Астана,2899,0,0,0,0,0,0,0,0,0,0
122358637_6573948569,122358637,Набор кондитерский 394803961 15 шт,https://kaspi.kz/shop/p/nabor-konditerskii-394803961-15-sht-122358637/,Снято с продажи,,Астана,669,0,0,0,0,0,0,0,0,0,0
149828391_64748995,149828391,Колготки OK Style Колготки ажурные OKSTYLE1 черный универсальный,https://kaspi.kz/shop/p/kolgotki-ok-style-kolgotki-azhurnye-okstyle1-chernyi-universal-nyi-149828391/,Опубликовано,,Астана,687,0,0,0,0,0,0,0,0,0,0
116900363_104520237454,116900363,Пробка в ванную 720941503 белый,https://kaspi.kz/shop/p/probka-v-vannuju-720941503-belyi-116900363/,Снято с продажи,,Астана,220,0,0,0,0,0,0,0,0,0,0
142551991_648219109008,142551991,Хна Golecha красный,https://kaspi.kz/shop/p/hna-golecha-krasnyi-142551991/,Опубликовано,,Астана,932,0,0,0,0,0,0,0,0,0,0
142552013_76483746289,142552013,Хна Golecha розовый,https://kaspi.kz/shop/p/hna-golecha-rozovyi-142552013/,Снято с продажи,,Астана,1214,0,0,0,0,0,0,0,0,0,0
116364091_6748984325,116364091,"Подставка для зубочисток 669345, пластик, бамбук",https://kaspi.kz/shop/p/podstavka-dlja-zubochistok-669345-plastik-bambuk-116364091/,Опубликовано,,Астана,597,0,0,0,0,0,0,0,0,0,0
130445467_7685403762,130445467,Аккумуляторный душ 30294842_KZ1-HWDDLYQ,https://kaspi.kz/shop/p/akkumuljatornyi-dush-30294842-kz1-hwddlyq-130445467/,Снято с продажи,,Астана,10995,0,0,0,0,0,0,0,0,0,0
141039981_3212331,141039981,"Сушилка дегидратор для овощей, полипропилен",https://kaspi.kz/shop/p/sushilka-degidrator-dlja-ovoschei-polipropilen-141039981/,Опубликовано,,Астана,2500,0,0,0,0,0,0,0,0,0,0
109849082_8878483984,109849082,"Сушилка 3357, пластик",https://kaspi.kz/shop/p/sushilka-3357-plastik-109849082/,Опубликовано,,Астана,2500,0,0,0,0,0,0,0,0,0,0
132811682_8494579237,132811682,"Он и Она длина 19 см нержавеющая сталь, стекло",https://kaspi.kz/shop/p/on-i-ona-dlina-19-sm-nerzhavejuschaja-stal-steklo-132811682/,Снято с продажи,,Астана,295,0,0,0,0,0,0,0,0,0,0
141973286_123213312,141973286,"Сушилка Salad Spinner ручная центрифуга, пластик",https://kaspi.kz/shop/p/sushilka-salad-spinner-ruchnaja-tsentrifuga-plastik-141973286/,Опубликовано,,Астана,2500,0,0,0,0,0,0,0,0,0,0
118816757_8654349584,118816757,"Фритюрница 933027561 13, нержавеющая сталь",https://kaspi.kz/shop/p/fritjurnitsa-933027561-13-nerzhavejuschaja-stal--118816757/,Снято с продажи,,Астана,2097,0,0,0,0,0,0,0,0,0,0
117220385_8987809,117220385,TP300 белый,https://kaspi.kz/shop/p/tp300-belyi-117220385/,Опубликовано,,Астана,849,0,0,0,0,0,0,0,0,0,0
139260730_0989080,139260730,"Benvenuti разделочная доска Базовая коллекция 30380562_659864656 1 шт, нержавеющая сталь",https://kaspi.kz/shop/p/benvenuti-razdelochnaja-doska-bazovaja-kollektsija-30380562-659864656-1-sht-nerzhavejuschaja-stal--139260730/,Снято с продажи,,Астана,1398,0,0,0,0,0,0,0,0,0,0
118643527_6758939593,118643527,Кресло 150 серый,https://kaspi.kz/shop/p/kreslo-150-seryi-118643527/,Снято с продажи,,Астана,9876,0,0,0,0,0,0,0,0,0,0
118346310_768732752,118346310,"Держатели для простыни, 4 шт",https://kaspi.kz/shop/p/derzhateli-dlja-prostyni-4-sht-118346310/,Снято с продажи,,Астана,1370,0,0,0,0,0,0,0,0,0,0
119398188_7597848005,119398188,Кейс-органайзер 10066 белый,https://kaspi.kz/shop/p/keis-organaizer-10066-belyi-119398188/,Снято с продажи,,Астана,269,0,0,0,0,0,0,0,0,0,0
111469779_231123123,111469779,"Герметик Жидкая изолента, цвет белый 125 мл",https://kaspi.kz/shop/p/germetik-zhidkaja-izolenta-tsvet-belyi-125-ml-111469779/,Опубликовано,,Астана,2162,0,0,0,0,0,0,0,0,0,0
117719300_57875325787,117719300,Садовый светильник двойная медуза 60 см,https://kaspi.kz/shop/p/sadovyi-svetil-nik-dvoinaja-meduza-60-sm-117719300/,Снято с продажи,,Астана,2007,0,0,0,0,0,0,0,0,0,0
129896152_8932423784647,121298909,Угольник 112 мм (7777999),https://kaspi.kz/shop/p/ugol-nik-112-mm-7777999--121298909/,Опубликовано,,Астана,4678,0,0,0,0,0,0,0,0,0,0
123223994_678467990,123223994,Эпилятор механический розовый1 шт,https://kaspi.kz/shop/p/epiljator-mehanicheskii-rozovyi1-sht-123223994/,Снято с продажи,,Астана,168,0,0,0,0,0,0,0,0,0,0
124298020_8665538392,124298020,"KZ1-SXKRWDJ черный, серебристый",https://kaspi.kz/shop/p/kz1-sxkrwdj-chernyi-serebristyi-124298020/,Опубликовано,,Астана,3411,0,0,0,0,0,0,0,0,0,0
108682395_6553297430,108682395,Lessi ошейник A3024 для дрессировки XL черный,https://kaspi.kz/shop/p/lessi-osheinik-a3024-dlja-dressirovki-xl-chernyi-108682395/,Снято с продажи,,Астана,1756,0,0,0,0,0,0,0,0,0,0
134015062_7543987534,134015062,Триммер 3 шт,https://kaspi.kz/shop/p/trimmer-3-sht-134015062/,Снято с продажи,,Астана,214,0,0,0,0,0,0,0,0,0,0
150679626_77469520325,150679626,"Перчатка-фонарь,для ремонта/рыбалки 4 В",https://kaspi.kz/shop/p/perchatka-fonar-dlja-remonta-rybalki-4-v-150679626/,Опубликовано,,Астана,1938,0,0,0,0,0,0,0,0,0,0
119370861_746433205,119370861,ASL форма для стирки кепок 001 белый 1 шт,https://kaspi.kz/shop/p/asl-forma-dlja-stirki-kepok-001-belyi-1-sht-119370861/,Снято с продажи,,Астана,1001,0,0,0,0,0,0,0,0,0,0
140796702_568793952,140796702,Брелок 30385409_543791093 5.56 пластик 1 шт,https://kaspi.kz/shop/p/brelok-30385409-543791093-5-56-plastik-1-sht-140796702/,Опубликовано,,Астана,500,0,0,0,0,0,0,0,0,0,0
138891006_874984853,138891006,"Набор для создания отпечатков, 12*7,5",https://kaspi.kz/shop/p/nabor-dlja-sozdanija-otpechatkov-12-7-5-138891006/,Снято с продажи,,Астана,1560,0,0,0,0,0,0,0,0,0,0
119939163_6548092845,119939163,Ветрозащитный экран APQ030-2,https://kaspi.kz/shop/p/vetrozaschitnyi-ekran-apq030-2-119939163/,Опубликовано,,Астана,2013,0,0,0,0,0,0,0,0,0,0
107434021_5939357502,107434021,SST 36x44 см,https://kaspi.kz/shop/p/sst-36x44-sm-107434021/,Снято с продажи,,Астана,641,0,0,0,0,0,0,0,0,0,0
133949535_64589493572,133949535,"Парные браслеты длина 19 см бижутерный сплав, нержавеющая сталь, без вставок",https://kaspi.kz/shop/p/parnye-braslety-dlina-19-sm-bizhuternyi-splav-nerzhavejuschaja-stal-bez-vstavok-133949535/,Опубликовано,,Астана,675,0,0,0,0,0,0,0,0,0,0
106292014_867598942,106292014,Брелок CRT000002 металл 1 шт,https://kaspi.kz/shop/p/brelok-crt000002-metall-1-sht-106292014/,Снято с продажи,,Астана,400,0,0,0,0,0,0,0,0,0,0
130834737_684647393,130834737,Ситечко для мойки Фильтры для раковины 9x9 см,https://kaspi.kz/shop/p/sitechko-dlja-moiki-fil-try-dlja-rakoviny-9x9-sm-130834737/,Снято с продажи,,Астана,359,0,0,0,0,0,0,0,0,0,0
135842201_35774477579,135842201,"Ваза 18 см 8269384D731D7865, стекло",https://kaspi.kz/shop/p/vaza-18-sm-8269384d731d7865-steklo-135842201/,Снято с продажи,,Астана,1300,0,0,0,0,0,0,0,0,0,0
142668752 _4708190908288,118902877,"ProfFero держатель для туалетной бумаги П25069 1 шт, металл",https://kaspi.kz/shop/p/proffero-derzhatel-dlja-tualetnoi-bumagi-p25069-1-sht-metall-118902877/,Снято с продажи,,Астана,1750,0,0,0,0,0,0,0,0,0,0
118724329_6748349567,118724329,с функцией беспроводной зарядки,https://kaspi.kz/shop/p/s-funktsiei-besprovodnoi-zarjadki-118724329/,Снято с продажи,,Астана,4188,0,0,0,0,0,0,0,0,0,0
117007007_468302877,117007007,977746668 80 см 2 шт,https://kaspi.kz/shop/p/977746668-80-sm-2-sht-117007007/,Снято с продажи,,Астана,2018,0,0,0,0,0,0,0,0,0,0
110472092_9808080,110472092,Для брекетов зубной ершик средняя 40 шт,https://kaspi.kz/shop/p/dlja-breketov-zubnoi-ershik-srednjaja-40-sht-110472092/,Снято с продажи,,Астана,400,0,0,0,0,0,0,0,0,0,0
109889069_7593029475,109889069,Для брекетов зубной ершик мягкая 40 шт,https://kaspi.kz/shop/p/dlja-breketov-zubnoi-ershik-mjagkaja-40-sht-109889069/,Снято с продажи,,Астана,363,0,0,0,0,0,0,0,0,0,0
109786823_9908980,109786823,Sku черный,https://kaspi.kz/shop/p/sku-chernyi-109786823/,Снято с продажи,,Астана,1873,0,0,0,0,0,0,0,0,0,0
116414804_089078678,116414804,Dl3148 черный,https://kaspi.kz/shop/p/dl3148-chernyi-116414804/,Снято с продажи,,Астана,1911,0,0,0,0,0,0,0,0,0,0
148628670_5743905432,135835021,"A1 Lightning, USB Type-C, USB черный",https://kaspi.kz/shop/p/a1-lightning-usb-type-c-usb-chernyi-135835021/,Снято с продажи,,Астана,4200,0,0,0,0,0,0,0,0,0,0
109318767_75775848592,109318767,Детская пилочка мятная 10014 0-9 месяцев,https://kaspi.kz/shop/p/detskaja-pilochka-mjatnaja-10014-0-9-mesjatsev-109318767/,Снято с продажи,,Астана,1348,0,0,0,0,0,0,0,0,0,0
129202056_380376429060,129202056,Пробка в ванную Трап в полу серый,https://kaspi.kz/shop/p/probka-v-vannuju-trap-v-polu-seryi-129202056/,Снято с продажи,,Астана,189,0,0,0,0,0,0,0,0,0,0
121263817_3865833253,121263817,Картхолдер экокожа чёрный,https://kaspi.kz/shop/p/kartholder-ekokozha-chjornyi-121263817/,Опубликовано,,Астана,499,0,0,0,0,0,0,0,0,0,0
131907083_7937864282,131907083,"Ароматическая свеча Aroma Collection Ванильный крем 4 см, 1 шт",https://kaspi.kz/shop/p/aromaticheskaja-svecha-aroma-collection-vanil-nyi-krem-4-sm-1-sht-131907083/,Снято с продажи,,Астана,850,0,0,0,0,0,0,0,0,0,0
115254590_35123123,115254590,"Ароматическая свеча Ваниль 747SAV 480342, 6см, 1шт",https://kaspi.kz/shop/p/aromaticheskaja-svecha-vanil-747sav-480342-6sm-1sht-115254590/,Снято с продажи,,Астана,610,0,0,0,0,0,0,0,0,0,0
138912115_9809802,138912115,"Форма Эверест, пластик",https://kaspi.kz/shop/p/forma-everest-plastik-138912115/,Снято с продажи,,Астана,400,0,0,0,0,0,0,0,0,0,0
145462174_9082340,145462174,"Форма Онигири, пластик",https://kaspi.kz/shop/p/forma-onigiri-plastik-145462174/,Снято с продажи,,Астана,400,0,0,0,0,0,0,0,0,0,0
122251406_5489579342,122251406,Чехол для универсальный универсальный черный,https://kaspi.kz/shop/p/chehol-dlja-universal-nyi-universal-nyi-chernyi-122251406/,Снято с продажи,,Астана,1444,0,0,0,0,0,0,0,0,0,0
134081997_98753978,134081997,Цветы 58 предметов,https://kaspi.kz/shop/p/tsvety-58-predmetov-134081997/,Опубликовано,,Астана,3474,0,0,0,0,0,0,0,0,0,0
120577875_7485783929,120577875,"Ароматическая свеча Голубой колокол 6 см, 1 шт",https://kaspi.kz/shop/p/aromaticheskaja-svecha-goluboi-kolokol-6-sm-1-sht-120577875/,Снято с продажи,,Астана,530,0,0,0,0,0,0,0,0,0,0
119793932_9537503825,119793932,Коврик 30293533_128091043 1 шт,https://kaspi.kz/shop/p/kovrik-30293533-128091043-1-sht-119793932/,Снято с продажи,,Астана,304,0,0,0,0,0,0,0,0,0,0
108488159_9809823,108488159,"Ободок 1 шт, белый",https://kaspi.kz/shop/p/obodok-1-sht-belyi-108488159/,Снято с продажи,,Астана,500,0,0,0,0,0,0,0,0,0,0
133942958_57943354303,133942958,Роза FLovers 21 см,https://kaspi.kz/shop/p/roza-flovers-21-sm-133942958/,Снято с продажи,,Астана,2400,0,0,0,0,0,0,0,0,0,0
037543648,157229278,"Набор разделочных досок 037543648 3 шт, нержавеющая сталь",https://kaspi.kz/shop/p/nabor-razdelochnyh-dosok-037543648-3-sht-nerzhavejuschaja-stal--157229278/,Снято с продажи,,Астана,12500,0,0,0,0,0,0,0,0,0,0
